,text,intention
3234,#LigaBBVA Consulta los resultados de la undécima jornada de la Liga BBVA http://t.co/qRKIdOLb,apelativa
3235,#MIT La innovación llega a los 35 http://t.co/TKWaL9RV,referencial
3236,"No estamos salvando al BBVA ni Santander... salvamos el culo del PP: Bankia, Banco de Valencia, CAM, Bancaja... Camps, Rato, Blesa, Olivas..",poetica
3237,El u2 esta en el aire. Aguachufleibor @Caballerogolf,poetica
3238,"RT @grupoaseguranza: Mapfre Familiar, Allianz y BBVA Seguros, líderes en beneficio http://t.co/5aKoCSR7",referencial
3239,El Gobierno estudia conceder otros 7.000.000.000 € a Bankia. Presupuesto total anual para investigación en España: 6.400.000.000 €. O sea.,referencial
3240,#14nRiseUp y hoy a ls 12 #FreeFalciani frente a l sede del HSBC @acampadasol @economiasol @agendaSOL @PuntoSol @AsambleaAustria @attacespana,apelativa
3241,"Casi un segundo de diferencia entre el 0 a 100 km/h de un Lexus LFA y un Nissan GT-R, a favor de este último...",referencial
3242,@GnomiCooper pediré un préstamo a Bankia tranquilo,emotiva
3243,"La solucion de Bankia será comprar pistolas taser para paralizar a los desahuciados @soydelbierzo

#HP",poetica
3244,"@finanzas_lct Gracias por seguirme. El conocimiento es una ventaja competitiva y lo estamos compartiendo. (Emory, Harvard, McKinsey, MIT)",emotiva
3245,"Es un buen momento para que Bankia le mande las cartas a sus clientes con el saludo: ""Ex-timado cliente ...""",poetica
3246,El Sabadell negocia con Bankia la compra del 100 % de la empresa que controla la sanidad privada #Valencia http://t.co/4wdH6wL1,referencial
3247,"Afectados por los #desahucios logran entrar en el Banco de España, y en el Caja Madrid y el BBVA de Gran Vía http://t.co/GyBjNJdr",referencial
3248,"Afectados por los #desahucios logran entrar en el Banco de España, y en el Caja Madrid y el BBVA de Gran Vía http://t.co/WEoCiq0B",referencial
3249,Derbi sevillano según Canal + (02-05-2012) Sevilla 1-2 Real Betis. Liga BBVA. Afición Betica. http://t.co/jGeLPFjB,referencial
3250,"Miguel Arias Cañete, Ministro de Agricultura. 23.000 € en acciones del Banco Santander, y 48.000 € en acciones del BBVA.",referencial
3251,"Cuatro Porsche 911 carrera M'13 rumbo para Guate!! En esta semana, saber para que millonario xD",referencial
3252,Nueva Yamaha X-Enter 125 http://t.co/lTiK81RZ,referencial
3253,Jennifer Lopez se enamoró de Casper Smart por su buen desempeño como ''niñera'': Para la estrella del p... http://t.co/2mHWJd6J #iChoclo,referencial
3254,"Gracias a Nissan Cyasa, Grupo García Rodríguez Hermanos, tenemos entradas para el Sporting-Ponferradina. Si haces RT, entras en el sorteo.",apelativa
3255,"""JotaEleEseGe: De Guindos en la eurocámara &gt;

Bankia no se liquidará y jugará un papel muy importante en el sistema financiero español europ",referencial
3256,"@GAestudios ... pero nada, salvo que su vuelta a Yamaha es resultado de un fracaso personal y del equipo, no veo el motivo de la celebración",referencial
3257,"Led Zeppelin, Stairway to Heaven Live. La canción que calma mis sentidos.",referencial
3258,Escuchando Angel de Aerosmith Que temazo...,emotiva
3259,El Gobierno estudia conceder otros 7.000.000.000 € a Bankia. Presupuesto total anual para investigación en España: 6.400.000.000 €. O...,referencial
3260,BBVA lava su imagen: publicidad de obra social pero financia educación neoliberal mediante su campaña Valores de futuro http://t.co/PYNDf6vR,referencial
3261,"Quiero llorar. Pitbull haciendo un remix de ""I dont wanna miss a Thing"". Pense que Aerosmith nunca iba a llegar a tener un ""321 ya tu sabeh""",emotiva
3262,Jennifer Lopez sigue viajando por el mundo para sus presentaciones. Y en esta ocasión publicó una foto suya y de... http://t.co/ysMXDKRy,referencial
3263,La Nissan Leaf limusina se queda en el paro en EEUU - La Nissan Leaf limusina se ha quedado en el paro tras perder s... http://t.co/V4oXlm4A,referencial
3264,"@alnotr también lo es ir a biblio de la uni con el traje. Es que estoy en prácticas, yale thing",fatica
3265,El Barclays Center hace media hora. #iJustinHechos http://t.co/RLRk59ue,referencial
3266,@carlosarellanoa @poblanuche76 Sindicato de #Volkswagen México #Puebla sí ostenta titularidad contrato de trabajo #Audi http://t.co/38fBjcSW,referencial
3267,19 días quedan para el Maratón BBVA. Inscríbete en http://t.co/R3ausw2O y ayudarás a los niños del Hogar de Cristo.,apelativa
3268,Beliebers que están afuera del Barclays Center y no pudieron entrar al concierto de hoy. http://t.co/fr20FbfP,referencial
3269,Davivienda tiene vía libre para comprar el HSBC  http://t.co/kxUC81oR vía @portafolioco,referencial
3270,En el nuevo comercial de Mazda de sale Drive My Car&lt;3,referencial
3271,"Aerosmith es bueno… Eminem es el mejor… Sing For The Moment, una de las mejores canciones que existen !",emotiva
3272,Me acabo de enamorar de la Mazda CX5... &lt;3!,emotiva
3273,#CuandoLosNacos Lo son cuando a bordo de un Mini Cooper o un Jaguar se pasan una luz roja y atropellan a una persona,referencial
3274,Crying - Aerosmith (Traducida al español): http://t.co/PwzCG7mx vía @youtube,referencial
3275,"Inditex, Mercadona y Santander, las mejores empresas para trabajar en España, según Merco Personas http://t.co/q1vW3bpj",referencial
3276,El juez del 'caso Bankia' investiga la participación de Rodrigo Rato en otras empresas http://t.co/Fm9w130k vía @voz_populi,referencial
3277,"A las 11 nos vemos en el Parque de la Serena para apoyar a Luisa, vecina estafada por el BBVA",apelativa
3278,"En una horita estaremos en Lisboa probando el Opel Adam, un bonito rival para el Fiat 500",referencial
3279,"Ayer estuve viendo Batlleship.El argumento es una pura basura,pero se salva gracias a su BSO edonde encontramos a AC/DC y Pearl Jam",referencial
3280,"El concejal de economía del Ayto SC Tenerife, @albertobete, en @radioclubSER: ""a día de hoy los fondos no están en Bankia. Que quede claro"".",referencial
3281,Hemos entrado en el BBVA no hay rastro del director #ocupabbva,referencial
3282,"Inditex, Mercadona y Banco Santander, las empresas más valoradas...: http://t.co/VbVZQAa7 vía @diariosevilla",referencial
3283,"Inditex, Mercadona y Santander son las empresas más valoradas por los españoles para trabajar, según el ranking de Merco Personas",referencial
3284,Llamazares pregunta al Gobierno sobre Suzuki y las deslocalizaciones empresariales http://t.co/oGjYOiYe,referencial
3285,Llamazares (IU) pregunta al ejecutivo de Rajoy por Suzuki y urge a frenar estas actuaciones ... http://t.co/ZOG3qi1G #noticias #Asturias,referencial
3286,Bankia reconoce su importante papel en los desahucios http://t.co/RLHpUMgl vía @expansioncom,referencial
3287,Grande @chico_perez. En Pucón !!! Te pasaste olimpiadas Banco Santander  carinos http://t.co/md6a6vHo,emotiva
3288,"Lamentable el @BBVA_esp del Molino, en Huelva. Una sola ventanilla en funcionamiento. Retrasos impresentables, 3/4 de hora en la cola.",referencial
3289,"Inditex, Mercadona y Santander lideran el ranking de mejores empresas para trabajar en España #trabajo #empleo http://t.co/d8mW1A7t",referencial
3290,"BBVA, mejor empresa española en comunicación online de Responsabilidad Social Corporativa - http://t.co/ABQ3OxvU",referencial
3291,DATO HISTÓRICO: Sabian que Suzuki invierte en una subsidiaria de General Motors en Colombia por primera vez en Septiembre del 2000?,referencial
3292,"José Manuel Bermúdez dice cuando se resuelva la situación de Carmen Omaña, se buscará una solución con Bankia http://t.co/lat9jSUf",referencial
3293,"ADAMA, ASSA y Barclays visitan el ""Museu de la Xocolata"". Más info:https://t.co/8Ma88FSm",referencial
3294,"El cd de U2 ""U22"" esta conganas! #DeLosMejoresCd",emotiva
3295,"#suzuki dr200, ideal para empezar con el enduro",referencial
3296,BBVA Research subió proyección de crecimiento económico para Perú a cerca del 6% http://t.co/Qpdijp9F,referencial
3297,Alimentos pero se va de los tacos y se sube a un Mazda 3 del año sin placas,referencial
3298,"Privatización de los hospitales de Madrid, un pastel a repartir entre empresas con directivos vinculados a Bankia... http://t.co/lDoiCeBo",referencial
3299,Goldman: Grecia puede necesitar más de 80.000 millones para hacer sostenible su deuda http://t.co/BS8jEe3k vía @expansioncom,referencial
3300,#14N BARCELONA | Las plantillas de Seat y Nissan pararán a partir del turno de noche.,referencial
3301,El Barça ganó 6 de los 9 premios LFP 2011/2012 sin haber sido campeón de la Liga BBVA.,referencial
3302,Elevado texto reivindicativo... y un anuncio de Bankia. Solo en @eldiarioes ||| http://t.co/L1xUBl2T,referencial
3303,Goldman: Grecia puede necesitar más de 80.000 millones para hacer sostenible su deuda: Goldman Sachs calcula que... http://t.co/7Kkb6eRg,referencial
3304,Fuck!!! ... aun no puedo hacer la transferencia .. @Santander ... ¬¬,emotiva
3305,Recibe #Chrysler reconocimiento de @Semarnat_mx | http://t.co/HPIqwzf4 #automotriz,referencial
3306,Alguien q me diga a q hora cierra el HSBC?,apelativa
3307,La Universidad de Yale entrega a Perú el último lote de tesoros de Machu Picchu  http://t.co/tS1gfdRn vía @el_pais,referencial
3308,Messi fue elegido el mejor de la Liga BBVA http://t.co/NLqtmcK0,referencial
3309,La huelga general del 14-N se pone en marcha. Las fábricas de Seat y Nissan en Cataluña ya han comenzado los paros http://t.co/IJVanQQp,referencial
3310,"Premios Liga BBVA: Jugador más limpio: Carles Puyol, Mejor entrenador: Pep Guardiola...Jugador Revelación: Isco(Malagá)",referencial
3311,"En Nissan el paro empezaba a 22.00,  con el inicio del turno de noche calculan que se dejarán de producir 550 vehículos durante huelga",referencial
3312,"La privatización d hospitales madrileños,un pastel a repartir entre 2 empresas con directivos vinculados al PP y Bankia http://t.co/1iLGvLGX",referencial
3313,"=PIC DEL DIA= Robert Plant, ex líder de Led Zeppelin, deleitó a los miles de fans – :: NotiMX | Gaceta: http://t.co/crsJ2lvI vía @@notimx1",referencial
3314,#Economia Goldman Sachs calcula que Grecia necesitará 80.000 millones más http://t.co/xBasjHfq,referencial
3315,@Shadow_El_Metal @carlossadness Quien ha hablado de pobreza? Estoy en mi foto de perfil con un Porsche Carrera 4. Soy rapero NO HUMILDE!,fatica
3316,Mejor entrenador de la Liga BBVA 2011-2012: Pep Guardiola. Jugador revelación: Isco. Jugador mas limpio: Puyol.,referencial
3317,La producción en Volkswagen #Navarra ha quedado paralizada en el turno de noche #14NalaCalle #14N #huelgaeuropea #huelgageneral,referencial
3318,Bomberos liberan a un joven tras más de dos horas encerrado en el cajero del BBVA en la calle El Peso. Léelo en http://t.co/oRzD00pm,referencial
3319,El resumen del día es presentado por BBVA http://t.co/tzAfFh7z,referencial
3320,Que buena esta la nueva publucudad de santander rio,emotiva
3321,"RT  @LOSMESONEROS
Ensayando para un showsito manana con @nacholacriatura versionando walk this way de Aerosmith http://t.co/vgfewl4d",referencial
3322,Aumenta Volkswagen ventas de vehículos para pasajeros   http://t.co/yc5dDtfz,referencial
3323,"Participa en las trivias de Nissan March, yo logré 775 puntos en la trivia de Moda",apelativa
3324,"Años de no ir a plaza aragon, que supe que cambio todo y me perdi buscando un santander. jajajaja que pena. :d",referencial
3325,ERE al 25% del personal de Bankia http://t.co/7cFMOTq7,referencial
3326,#huelga Daños en la oficina del BBVA del Callao en #Ferrol. Cristales destrozados y cócteles contra la fachada http://t.co/9Bm93Ej3,referencial
3327,09:22 Cajero automático de una sucursal de Bankia en Gran Vía. #14n http://t.co/NFDlPW80,referencial
3328,La producción de Volkswagen Navarra sigue paralizada en el turno de mañana http://t.co/8jQtl44r,referencial
3329,"Privatización d hospitales d Madrid, pastel a repartir empresas cn directivos vinculados a Bankia y PP http://t.co/OjoBG13B vía @meneame_net",referencial
3330,"RT @elmejorcoche: Volkswagen Beetle R-Line, aspecto deportivo para el Esacarabajo http://t.co/fwBVnHEP #coches",referencial
3331,"Paro total en Suzuki Motor, TSK Electronica, Duro Felguera, Tragsa, Santa Bárbara Sistemas, Astilleros Gondán, Hiasa...",referencial
3332,"Deschamps @BBVA, en nuestro modelo las filiales son independientes, hoy estamos presentes en 12 países, somos líderes en México y en Brasil",referencial
3333,La Universidad de Yale entrega a Perú el último lote de tesoros de Machu Picchu  http://t.co/kCW2aXan via @el_pais,referencial
3334,En huelga para defender el empleo de calidad: el suyo!: 2 consejeros de CCOO en Bankia cobraron 625.000 euros http://t.co/IUnJ2jb2,referencial
3335,"""@publico_es: La producción de Volkswagen Navarra sigue paralizada en el turno de mañana http://t.co/TuNf4RSH""",referencial
3336,"#OIJ_TEC @OIJ_DIGITAL: Primera mesa en #innovaoij  representantes de Red Innova, MIT España, JP Sa Couto y Fundación Esplai.",referencial
3337,Dos consejeros de CCOO en la matriz de Bankia cobraron 625.000 euros http://t.co/AewkDvD5 #14Nalacalle #paramostodo,referencial
3338,Nuevo minuto de silencio frente a la sede de Bankia. http://t.co/I0MWa6Kf,referencial
3339,"La lluvia ha parado en Cheste, y tenemos en pista a Smith con la Yamaha, vamos a ver que pasa!! #motoGP",referencial
3340,"La convocatoria de @iaioflautas i @PAH_BCN de las 12h en urquinaona, se retrasa hasta que haya respuesta del BBVA. http://t.co/G6bHcAVZ",referencial
3341,Consulta las Becas Santander #Eurodesk @Mairena_Joven https://t.co/VLu3dm1O,apelativa
3342,"Mi mamá me cacho bailando Crazy-Aerosmith en el comedor, va creer que tengo problemas fuera de Twitter.",emotiva
3343,"""@Manuelcuellar: Cordón policial también en la Plaza del Celenque a la entrada de Bankia y Cortylandia. #14N http://t.co/Hjg0449E""",referencial
3344,"Messi, el mejor de la Liga BBVA 2011-12 http://t.co/cotgtR6E",referencial
3345,"Jesús Pedroche, exconsejero de Bankia, dice que está imputado por “habladurías y chismorreos” | http://t.co/eO13VMt0",referencial
3346,@eloy_eg Pues igual fue por la pasta por lo k no eligió las otras 2 opciones. En Volkswagen nada verdad? Ya  entan Oier y Latvala.,apelativa
3347,"Messi y Valerón, mejores jugadores de las ligas BBVA y Adelante 2011-2012. elnortedecastilla.es http://t.co/FUCg4wHk vía @nortecastilla",referencial
3348,"Nissan Juke-R, el vídeo de la prueba:  Recordaréis que hace unos días tuvimos oportunidad de conducir durante un... http://t.co/al16Ngkv",apelativa
3349,@BBVA_Colombia pueden Decirme en q lugar encuentro un bbva en bogota por la calle 82 entre carreras 7 y 18? Gracias,apelativa
3350,@Volkswagen_Mx Polo 2013 de entrada cuenta con sistema de sonido de de 4 bocinas AM/FM/CD/MP3/SD /USB y Aux in  http://t.co/xU18mBTW,referencial
3351,Hoy se inicia apertura de cajas y verificación de material retornado a Cusco por Yale. Especialistas del ministerio realizarán el proceso.,referencial
3352,".@CarrotMx es el primer programa de transporte compartido en México, que además ha incorporado unidades Nissan LEAF: http://t.co/TxQA5Pm6",referencial
3353,"6) Este Fiat 147, conducido por un chico de 16 años, venía corriendo una picada. Y frenó sólo para levantar su paragolpes roto y escaparse.",referencial
3354,"El sustituto de Santander en la copa libertadores 2013, parece será Bridgestone. #MktDeportivo",referencial
3355,El Polo de @Volkswagen_MX está de vuelta http://t.co/GLbxsqz1,referencial
3356,@ScrGustavo  oye como va estar eso del antro en la nissan? explicame..!,apelativa
3357,@SantanderMx como puedo obtener un credito  a traves de ustedes? soy cliente de santander.,apelativa
3358,@dontriana Sindicato de #Volkswagen planta #Puebla se sumará al paro nacional que convocará la #UNT http://t.co/spMHhp2a,referencial
3359,Aguante la Rock and Pop q NO pasa la cadena nacional de la Yegua!! @Caos955 ahora AC/DC!! @radiorodante,emotiva
3360,En el rodaje de un anuncio para Fiat esta mañana en Austin. #austinAlo http://t.co/1zyUDIb0,referencial
3361,En breve estamos de SALE! Aprovechá los descuentos en 0km Volkswagen. Jueves 15/11 único día!! http://t.co/3hs58bZH #SALEdietrich,apelativa
3362,@BomberosCM  RT rompen vidrio de sucursal banco Santander #14N #14NHuelgaGeneral http://t.co/3wWIcc2Z,referencial
3363,"Lacalle recuerda que su primera gira fue en un fiat 147... va el saludo y el recuerdo para ""El Patriota I"" http://t.co/HTW5LAmL",referencial
3364,Lo mejor de tener un novia rockera es cuando me AC/DC nar.,poetica
3365,'Los políticos no gobiernan el mundo. Goldman Sachs gobierna el mundo' S...: http://t.co/rFSHWS0e vía @youtube,referencial
3366,"""@zhorro4: @PANACIMARRON Y SEGUIDORES 'Los políticos no gobiernan el capitalismo. Goldman Sachs gobierna ,,,,' S...: http://t.co/5djlYGgo",referencial
3367,Bankia pide a la Audiencia Nacional que no declare Goirigolzarri como testigo http://t.co/vpFDQ1Wh,referencial
3368,"Inditex, Mercadona y Santander, las mejores empresas para trabajar http://t.co/ll7QJHCI",referencial
3369,"#SiCrepusculoFueraMexicano Eduardo no manejaría un Volvo, andaría en un pinche Vocho",poetica
3370,A partir de 2013 Bridgestone ocupará el lugar de Santander como patrocinador de nombre de la Copa Libertadores. http://t.co/GQya3m2e,referencial
3371,"BBVA, mejor empresa española en comunicación de su RSC en ... - http://t.co/xaWT4G8G (blog) http://t.co/CR4r4GQZ",referencial
3372,"Inaugura Nissan Mexica primera 'electrolinera' de América Latina
http://t.co/QdqsU6BH",referencial
3373,"Bono, de #U2: ""No convirtamos la recesión económica en una recesión moral""
http://t.co/g5xP7mIp",referencial
3374,Primeras imágenes y videos oficiales de la nueva Subaru Forester 2013 http://t.co/nUblmEGO,referencial
3375,@Lily68Claudia?? Let's Get Loud - Jennifer Lopez ? http://t.co/JHxn18G8 vía @youtube,referencial
3376,Fundación BBVA y AEOS presentan II Jornadas AEOS-Fundac.BBVA inauguradas por el Ministro de Educación Cultura y Deporte http://t.co/Hy8y1rDn,referencial
3377,Dos jóvenes borrachos a bordo de un mazda 323 chocaron contra un  poste por Mi  Pedazo de Acordeon y dejaron sin luz a varios sectores.,referencial
3378,Estudios realizados por la univ. MIT demostraron que el exceso bocinazos no convierte el auto en helicóptero. Seguiremos informando,poetica
3379,"#bank #banking Santander chairman urges further eurozone integration: Emilio Botín, chairman of B... http://t.co/D5EWaSTl #banks #bank29",referencial
3380,"Con Hirvonen y Sordo en Citroën, y Ogier y Latvala en Volkswagen, la lucha por el Mundial 2013 se presume apasionante",referencial
3381,Concurso Ruta Quetzal BBVA 2013 para estudiantes de todo el país http://t.co/3Ht5UEDX,referencial
3382,@el_pais Deberìan paralizar todos los desahucios y que les cobren a Bankia y otros bancos usureros Los gobiernos PP y PSOE favorecen a ricos,referencial
3383,@jimenaassad @evange_anderson ni sumando los puntos de santander rio tengo chances jajaja,emotiva
3384,"Nueva versión 2013 del Nissan GT-R GT3: Filed under: Nissan, Cupés, Competición, Deportivos
Nissan no se ha limi... http://t.co/8yyrdYIH",referencial
3385,Comienza la sesión de tarde. Branded content en #innovaciónCM. En directo en http://t.co/ttNybWi5.,referencial
3386,Led Zeppelin presentó el video de Black Dog en el O2 Arena de Londres http://t.co/E65AGjG3,referencial
3387,@889manero @carloschicken en seguridad VOLVO,referencial
3388,"BBVA SEGUROS logra un beneficio atribuido de 215,5 millones de ... - inese.es http://t.co/fWiJYdpg",referencial
3389,"'Que Bankia vuelva a ser una franquicia solvente, eficiente y rentable' - Inmodiario http://t.co/rX4boNrm vía @inmodiario
Sincero Goiri !!!",apelativa
3390,A continuación podéis ver a Led Zeppelin tocando “Black Dog” en el concierto en el O2 de Londres en su concierto... http://t.co/5hmD5SJX,apelativa
3391,@Fatimarcs mejor depositamelo en HSBC y ya lo voy a retirar,apelativa
3392,#SabiasQue 0 derrotas en casa en 21 partidos termina el Houston #Dynamo tras despedirse por todo lo alto el domingo del estadio BBVA Compass,referencial
3393,Curioso: Un juez de Madrid anula una subasta hipotecaria al @BBVA por defectos en la notificación a la propietaria http://t.co/kWCjWFQR,referencial
3394,@Volkswagen_MX ¿ Cuando traen el nuevo Lupo que se vende en Sudamerica ?,apelativa
3395,El Secretario de Energía @JordyHerreraF inauguró la primera estación de carga rápida para vehículos eléctricos de Nissan.,referencial
3396,Presenta Nissan el nuevo referente de los crossover en México: Pathfinder 2013 http://t.co/cdO580tL,referencial
3397,Horario Real Madrid vs Athletic de Bilbao. Liga BBVA.: En el Estadio Santiago Bernabéu el Real Madrid recibe Sáb... http://t.co/maWIgsN4,referencial
3398,"Claro, el mio. --The first Nissan Juke-R is ready - BBC Top Gear vía @BBC_Topgear http://t.co/gwN3C63y",referencial
3399,Nissan trabajo con gobierno para incentivar compra de autos eléctricos http://t.co/RvzbVg5f,referencial
3400,#NuevoDiscoACDC  Publicidad en el metro del nuevo disco de AC/DC: Live At River Plate http://t.co/01QRRNPb,referencial
3401,El porque del nombre AC/DC en el libro de biofísica.,referencial
3402,"@ContraInvest @CarlosDoblado Te insto a que llames mañana a pedir precios en MEFF s/ los fut más liquídos, TEF; REP; SCH, BBVA E IBE",apelativa
3403,El presidente del Santander Río destaca solidez de sistema financiero argentino,referencial
3404,"I'm at HSBC Plaza Cristal (Torreón, COAH) http://t.co/mIsj4yDw",referencial
3405,"#NoticiasTechUS Volkswagen Beetle Exclusive, la exclusividad en llantas - Globbos, periodismo digital (blog) http://t.co/EPDUk1kN",referencial
3406,Ojalá Led Zeppelin venga un día a Monterrey y se aviente un duelo de bandas con Tropical Panamá.,referencial
3407,#HuelladeCarbono: Una exposición contamina como 5 conciertos de U2 http://t.co/o5gBBzE6  #MedioAmbiente,referencial
3408,Fotos de Los secretos de la dieta de Jennifer Lopez en su gira - Yahoo! México Música http://t.co/4R0pOmNi,referencial
3409,"Hacen su MBA en la UVM y quieren salario de 6 cifras, no me chinguen. No que fueran egresados del MIT",emotiva
3410,#CorOrinoco Venezuela firmará acuerdo con Yamaha para fabricar motores de lanchas y motocicletas http://t.co/SSTL2VbX,referencial
3411,"Remisse Fiat Siena licencia 682,estaria bueno de conducir y no hablar por celular
juan b justo y san juan (direccion a independencia)",apelativa
3412,Escuchar U2 ya es vintage??,apelativa
3413,Jennifer Lopez se presento en Turquía http://t.co/atapqMHh via @UrbatonMusicNet,referencial
3414,Bankia y El Corte Inglés dieron el visto bueno al ERE de Iberia para 4.500 personas mientras que el Gobierno se opuso http://t.co/xgW88wy9,referencial
3415,"Buenos días! Si quieres recordar todo lo vivido en @volvo_oceanrace no te puedes perder el libro oficial: 
 http://t.co/KC5Na0ei #vela #vor",apelativa
3416,"Me aburro, voy a hacer el trabajo de música. OH, DIOS, CUÁNTO CUESTA ESCUCHAR UNA CANCIÓN DE AC/DC Y PONER LA MÚSICA &gt;",emotiva
3417,"Me ha gustado un vídeo de @YouTube (http://t.co/WNPBalSg - Aerosmith,Jaded.Subtítulos en español).",emotiva
3418,Los afectados por las preferentes de Bankia perderán la mitad de sus ahorros... http://t.co/8YknDj8e,referencial
3419,"@Nissan_Chile esta fue la salvadora cuando se perdio el #versa en el super , boton rojo y listo http://t.co/FO4uss9b",referencial
3420,"Interesantes vídeos: Evolución, ecología y comportamiento. Cursos de la Universidad de Yale. Open Yale Courses. http://t.co/yo6qWGqB",referencial
3421,"La deuda junior Bankia tendría una quita inferior al 50%, según fuente http://t.co/zygptCt4 #economia",referencial
3422,"Liga BBVA - Claudio Bravo y su renovación: ""Es el lugar donde tengo que seguir disfrutando"" http://t.co/wIXvblm7",referencial
3423,"""el número dos de Presidencia llegó al puesto desde la jefatura jurídica del Banco Santander,",referencial
3424,Grupo BBVA Chile ofrece concierto a preescolares en situación de pobreza del @Hdecristo con el programa Niños Adelante http://t.co/s0WCIsmd,referencial
3425,Grande banco santander!!!!! Gracias x las 37 lukitas de compensacion que no me tocaban :P,emotiva
3426,Los preferentistas de Bankia solo recuperarán la mitad de la inversión http://t.co/7agdcMRM,referencial
3427,Primera pregunta para ganar un pase VIP para el #BogotáMotorShow en Corferias: ¿Cual es el nuevo motor de Jaguar y en que modelo estará?,apelativa
3428,FIAT 500-E: auto electrónico de 100 caballos de fuerza con una autonomía que rondará 150 km/h entre recargas #fiat #autos2013,referencial
3429,@Viry_Villanueva en HSBC? Jajaja,fatica
3430,"Qué suerte tuve. Tengo un hijo de 13 que escucha Zeppelin, Maiden, Metallica, AC/DC y hasta sabe las letras.",emotiva
3431,#AMIA el #marketshare de las 3 grandes del país en ventas acumuladas de este año (unidades): #Nissan (24.8%) #GM (18.8%) y #VW (13.6%),referencial
3432,Por si todavía no están escuchando el especial de U2 en Rock 101 http://t.co/A1CT4rQo  #U2101,apelativa
3433,"El tenista  Manuel Arias patrocinado por #BBVA, se coronó #campeón del Torneo Nacional de Ordenamiento http://t.co/2W4lTTOP",referencial
3434,"La mayor multa de esta administración fue la que se impuso al banco HSBC en julio pasado, la cual ascendió a 368 millones 921 mil 258...",referencial
3435,@nerodu Led Zeppelin y derivados. A mí me dejaban pinchar :_),emotiva
3436,"(Toc,toc) -¿Quién es? -¡Santa! -Pero,¿Santa en Noviembre? -Santander Serfin Pendejo, ¡Venimos a Cobrarte lo de El #BuenFin del año pasado!",poetica
3437,#MachuPicchu Las piezas de Machu Picchu devueltas por Yale: un misterio por ... - Radio Pro... http://t.co/ZW5bRMBv http://t.co/kBVPV8W9,referencial
3438,2 horas para mi cumpleaños y yo nomas no termino !!! (@ Nissan Renault Corp) http://t.co/IKgHBRhd,emotiva
3439,"En ciudades densas, vehículos compartidos, pequeños y sostenibles. NYU-BMW explores future urban mobility;  http://t.co/WVledxKi",referencial
3440,40 años de diseño Porsche http://t.co/EtXsHNal vía @lasprovincias,referencial
3441,"Necesito ayuda para quitar clausula suelo en prestamo hipotecario con BBVA: Muy buenas.
Ya he enviado el correo ... http://t.co/geLcpddf",apelativa
3442,"Por favor, comida (a ser posible caliente), parea los acampador en bankia. http://t.co/eCQRD38u",apelativa
3443,Goleadores Liga BBVA del año 2012: Messi 48 - Ronaldo 38 - Falcao 25 - Higuian 17 - Negredo 16. @forooficialsfc @elsevillistanet,referencial
3444,Horarios y Televisiones Jornada 12 Liga BBVA http://t.co/anKSC07G,referencial
3445,Breves de la Liga BBVA - Noticias del 17 de noviembre: http://t.co/FCVR5am1 te mantiene informa... http://t.co/TAYWkhYO #futbol #noticias,referencial
3446,"@rosamariaartal @el_pais Uf, menos mal, porque entonces Rajoy podría haber sido drtor. del FMI y presidente de Bankia...",emotiva
3447,"@BRAerosmithSIL A mi igual me encanta Aerosmith...y ese tema en especial
http://t.co/30YYO91f",emotiva
3448,"@AlmudenaLayos no, bankia no!! Sus problemas judiciales son lo que me da de comer!!",emotiva
3449,Alguien sabe como se comportan los precios de los suzuki swift?,apelativa
3450,Fútbol/Liga BBVA.- (Previa) El Atlético mide su condición de grande ... - ecodiario http://t.co/VN0GVaAs,referencial
3451,El código QR gigante de Volkswagen se lleva bronce en El Ojo de Iberoamérica 2012 http://t.co/hVLhu6aB http://t.co/kjKu1QQz,referencial
3452,Flo Rida Ft. Jennifer Lopez – Sweet Spot (iTunes): Descargar/Bajar: Flo Rida Ft. Jennifer Lo... http://t.co/OLmUuvbA via @officialipauta,referencial
3453,"En La Liga BBVA hay robos contra todos. Da pena que la ""mejor"" liga del mundo, tenga un nivel de arbitraje tan LAMENTABLE.",emotiva
3454,El nuevo disco de Aerosmith son canciones para escuchar una otra vez sin parar #MusicFromAnotherDimension,emotiva
3455,#DatoFT Messi (186) empata en goles con Santillana y ya es el 9º máximo goleador en la historia de la Liga BBVA. #LigaBBVA @FCBarcelona,referencial
3456,Bankia y El Corte Inglés dieron el visto bueno al ERE de Iberia... | via @elconfidencial #IAG €IAG  http://t.co/iT6mhWgO,referencial
3457,". @ValeYellow46 regresando a los azules de #Yamaha en los test de Valencia...

#VR46 http://t.co/F05Ag7Rv",referencial
3458,"Ahora que recuerdo, minútos antes de pasar a quirófano, uno de los doctores que me atendían tenía a U2 en su iphone...",emotiva
3459,"I'm at Tienda Yamaha (Ciudad de México, Distrito Federal) http://t.co/aPNqSf3V",referencial
3460,"RT @comotusgalletas :"" @Morales_THG: Pink."" es una cancion de AeroSmith o/",referencial
3461,".@MartaLopez_4 Ese ""nos costará"" es una forma de decir que la patronal dejará de ingresar esa cifra. Bankia NOS COSTARÁ 7.000 millones.",referencial
3462,#VinotintoExterior Liga BBVA | Real Madrid 5-1 Athletic Bilbao | Fernando Amorebieta no fue convocado para el encuentro,referencial
3463,Dos nuevas aplicaciones de BBVA para Samsung Smart TV http://t.co/lYJzN8vm #sm #socialmedia,referencial
